,index,bbl,bin,block,boro,boroid,buildingid,communityboard,highhousenumber,housenumber,lastregistrationdate,lot,lowhousenumber,registrationenddate,registrationid,streetcode,streetname,zip,"('businessapartment', 1)","('businesscity', 1)","('businesshousenumber', 1)","('businessstate', 1)","('businessstreetname', 1)","('businesszip', 1)","('contactdescription', 1)","('corporationname', 1)","('firstname', 1)","('lastname', 1)","('middleinitial', 1)","('registrationcontactid', 1)","('title', 1)","('type', 1)","('businessapartment', 2)","('businesscity', 2)","('businesshousenumber', 2)","('businessstate', 2)","('businessstreetname', 2)","('businesszip', 2)","('contactdescription', 2)","('corporationname', 2)","('firstname', 2)","('lastname', 2)","('middleinitial', 2)","('registrationcontactid', 2)","('title', 2)","('type', 2)","('businessapartment', 3)","('businesscity', 3)","('businesshousenumber', 3)","('businessstate', 3)","('businessstreetname', 3)","('businesszip', 3)","('contactdescription', 3)","('corporationname', 3)","('firstname', 3)","('lastname', 3)","('middleinitial', 3)","('registrationcontactid', 3)","('title', 3)","('type', 3)","('businessapartment', 4)","('businesscity', 4)","('businesshousenumber', 4)","('businessstate', 4)","('businessstreetname', 4)","('businesszip', 4)","('contactdescription', 4)","('corporationname', 4)","('firstname', 4)","('lastname', 4)","('middleinitial', 4)","('registrationcontactid', 4)","('title', 4)","('type', 4)","('businessapartment', 5)","('businesscity', 5)","('businesshousenumber', 5)","('businessstate', 5)","('businessstreetname', 5)","('businesszip', 5)","('contactdescription', 5)","('corporationname', 5)","('firstname', 5)","('lastname', 5)","('middleinitial', 5)","('registrationcontactid', 5)","('title', 5)","('type', 5)","('businessapartment', 6)","('businesscity', 6)","('businesshousenumber', 6)","('businessstate', 6)","('businessstreetname', 6)","('businesszip', 6)","('contactdescription', 6)","('corporationname', 6)","('firstname', 6)","('lastname', 6)","('middleinitial', 6)","('registrationcontactid', 6)","('title', 6)","('type', 6)","('businessapartment', 7)","('businesscity', 7)","('businesshousenumber', 7)","('businessstate', 7)","('businessstreetname', 7)","('businesszip', 7)","('contactdescription', 7)","('corporationname', 7)","('firstname', 7)","('lastname', 7)","('middleinitial', 7)","('registrationcontactid', 7)","('title', 7)","('type', 7)","('businessapartment', 8)","('businesscity', 8)","('businesshousenumber', 8)","('businessstate', 8)","('businessstreetname', 8)","('businesszip', 8)","('contactdescription', 8)","('corporationname', 8)","('firstname', 8)","('lastname', 8)","('middleinitial', 8)","('registrationcontactid', 8)","('title', 8)","('type', 8)"
167,0,4033920068,4080958,3392,QUEENS,4,675169,5,19-11,1911,2018-08-29,68,19-11,2019-09-01,406010,54090,LINDEN STREET,11385,,RIDGEWOOD,1911,NY,LINDEN STREET,11385,LLC,1911 LINDEN ST LLC,,,,40601003.0,,CorporateOwner,,BAYSIDE,21618,NY,40TH AVENUE,11361,LLC,,SHARON,APOSTOLOPOULOS,,40601004.0,,Agent,,BAYSIDE,21618,NY,40TH AVENUE,11361,LLC,,SHARON,APOSTOLOPOULOS,,40601006.0,,Officer,,,,,,,LLC,,JORGE,PAZ,,40601013.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0,4034070024,4081429,3407,QUEENS,4,678879,5,1870,1870,2018-07-31,24,1870,2019-09-01,406696,55490,MENAHAN STREET,11385,,WHITESTONE,15909,NY,14TH AVENUE,11357,JOINT,,SOPHIE,WYSOCKI,,40669604.0,,Agent,,WHITESTONE,15909,NY,14TH AVENUE,11357,JOINT,,SOPHIE,WYSOCKI,,40669605.0,OWNER,HeadOfficer,,WHITESTONE,15909,NY,14TH AVENUE,11357,JOINT,,JOSEPH,WYSOCKI,,40669606.0,OWNER,Officer,,,,,,,JOINT,,SOPHIE,WYSOCKI,,40669613.0,,SiteManager,,WHITESTONE,15909,NY,14TH AVENUE,11357,JOINT,,SOPHIE,WYSOCKI,,40669615.0,,JointOwner,,WHITESTONE,15909,NY,14TH AVENUE,11357,JOINT,,JOSEPH,WYSOCKI,,40669616.0,,JointOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,0,4034070028,4081431,3407,QUEENS,4,678883,5,1874,1874,2018-07-17,28,1874,2019-09-01,404037,55490,MENAHAN STREET,11385,,Brooklyn,829,NY,KENT AVENUE,11205,GEN.PART,MENAHAN STREET LLC,,,,40403703.0,,CorporateOwner,,Brooklyn,829,NY,KENT AVENUE,11205,GEN.PART,,A,ROSENBERG,,40403704.0,,Agent,,Brooklyn,829,NY,KENT AVENUE,11205,GEN.PART,,Y,KAUFMAN,,40403705.0,,HeadOfficer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0,4034280043,4081825,3428,QUEENS,4,696779,5,17-15,1715,2016-09-20,43,17-15,2017-09-01,404970,63890,STANHOPE STREET,11385,,Ridgewood,1715,NY,STANHOPE STREET,11385,INDIV,,CATHERINE,SIEDLECKI,,40497002.0,,IndividualOwner,,,,,,,INDIV,,CATHERINE,SIEDLECKI,,40497013.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0,4034280051,4081829,3428,QUEENS,4,696771,5,17-07,1707,2018-07-31,51,17-07,2019-09-01,406926,63890,STANHOPE STREET,11385,,ROSLYN,95,NY,CEDAR DRIVE,11576,GEN.PART,1707 STANHOPE LLC,,,,40692603.0,,CorporateOwner,,FLUSHING,6803,NY,MAIN STREET,11367,GEN.PART,,LEON,PELED,,40692604.0,,Agent,,ROSLYN,95,NY,CEDAR DRIVE,11576,GEN.PART,,JACK,PELED,,40692605.0,PRESIDENT,HeadOfficer,,ROSLYN,95,NY,CEDAR DRIVE,11576,GEN.PART,,ELANA,PELED,,40692606.0,SECRETARY,Officer,,,,,,,GEN.PART,,LEON,PELED,,40692613.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0,4034290042,4081867,3429,QUEENS,4,664069,5,17-19,1719,2017-12-18,42,17-19,2018-09-01,403551,49790,HIMROD STREET,11385,,QUEENS,1719,NY,HIMROD STREET,11385,GEN.PART,"1719 HIMROD REALTY, LLC",,,,40355103.0,,CorporateOwner,,RIDGEWOOD,1719,NY,HIMROD STREET,11385,GEN.PART,"1719 HIMROD REALTY, LLC",JIM,TAIPI,,40355104.0,,Agent,,QUEENS,1719,NY,HIMROD STREET,11385,GEN.PART,,JIM,TAIPI,,40355105.0,MANAGER,HeadOfficer,,,,,,,GEN.PART,,JIM,TAIPI,,40355113.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0,4034290052,4081872,3429,QUEENS,4,664059,5,17-09,1709,2018-06-20,52,17-09,2019-09-01,405992,49790,HIMROD STREET,11385,1,Ridgewood,6343,NY,60TH PLACE,11385,INDIV,,TADEUSZ,REGULA,,40599202.0,,IndividualOwner,,,,,,,INDIV,,TADEUSZ,REGULA,,40599213.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0,4034290054,4081873,3429,QUEENS,4,664057,5,17-07,1707,2018-07-03,54,17-07,2019-09-01,407053,49790,HIMROD STREET,11385,1901,New York,250,NY,PARK AVENUE,10177,GEN.PART,1707 HIMROD ASSOCIATES LLC,,,,40705303.0,,CorporateOwner,1901,New York,250,NY,PARK AVENUE,10177,GEN.PART,"RA COHEN & ASSOCIATES, INC",ROSS,MILLHISER,,40705304.0,,Agent,1901,New York,250,NY,PARK AVENUE,10177,GEN.PART,,ROBERT,COHEN,A,40705305.0,MEMBER,HeadOfficer,1901,New York,250,NY,PARK AVENUE,10177,GEN.PART,,RALPH,DELLA CAVA,,40705306.0,,Officer,,,,,,,GEN.PART,,SOMEIRA,ACEVEDO,,40705313.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0,4034290060,4081876,3429,QUEENS,4,664051,5,17-01,1701,2017-12-20,60,17-01,2018-09-01,402748,49790,HIMROD STREET,11385,,Astoria,2319,NY,23RD STREET,11105,INDIV,,ADAM,SEHOU,,40274802.0,,IndividualOwner,,Astoria,2319,NY,23RD STREET,11105,INDIV,,VERA,ZEQIRAJ,,40274804.0,,Agent,,,,,,,INDIV,,VERA,ZEQIRAJ,,40274813.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0,4034290044,4081868,3429,QUEENS,4,664067,5,17-17,1717,2017-10-24,44,17-17,2018-09-01,404989,49790,HIMROD STREET,11385,126,BROOKLYN,126,NY,LOMBARDY STREET,11222,GEN.PART,165 COOPER LLC,,,,40498903.0,,CorporateOwner,126,BROOKLYN,126,NY,LOMBARDY STREET,11222,GEN.PART,DAFNA HOMES,OREN,NOY,,40498904.0,,Agent,,BROOKLYN,126,NY,LOMBARDY STREET,11222,GEN.PART,,ELI,NOY,,40498905.0,,HeadOfficer,,,,,,,GEN.PART,,OREN,NOY,,40498913.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0,4034280041,4081824,3428,QUEENS,4,696781,5,17-17,1717,2017-12-27,41,17-17,2018-09-01,407847,63890,STANHOPE STREET,11385,,Brooklyn,683,NY,BEDFORD AVENUE,11206,GEN.PART,SIMON TOVA LLC,,,,40784703.0,,CorporateOwner,,Brooklyn,683,NY,BEDFORD AVENUE,11206,GEN.PART,,LAZAR,MAUSKOPF,,40784704.0,,Agent,,Brooklyn,683,NY,BEDFORD AVENUE,11206,GEN.PART,,LAZAR,MAUSKOPF,,40784705.0,,HeadOfficer,,,,,,,GEN.PART,,LAZAR,MAUSKOPF,,40784713.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0,4034280047,4081827,3428,QUEENS,4,696775,5,17-11,1711,2017-08-10,47,17-11,2018-09-01,405179,63890,STANHOPE STREET,11385,18W,Bayside,2,NY,BAY CLUB DRIVEIVE,11360,INDIV,,CLEO,WANG,,40517902.0,,IndividualOwner,,,,,,,INDIV,,TONY,SANOROLAND,,40517913.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0,4034320008,4081931,3432,QUEENS,4,664060,5,17-10,1710,2018-06-22,8,17-10,2019-09-01,406740,49790,HIMROD STREET,11385,,MERRICK,3031,NY,WYNSUM AVENUE,11566,PARTNERSHIP/LLC,THE FULTON GROUP LLC,,,,40674003.0,,CorporateOwner,,RIDGEWOOD,1710,NY,HIMROD STREET,11385,PARTNERSHIP/LLC,THE FULTON GROUP LLC,L. MICHAEL,MARCOTULLIO,,40674004.0,,Agent,,MERRICK,3031,NY,WYNSUM AVENUE,11566,PARTNERSHIP/LLC,,L. MICHAEL,MARCOTULLIO,,40674005.0,PRES,HeadOfficer,,MERRICK,3031,NY,WYNSUM AVENUE,11566,PARTNERSHIP/LLC,,AUTILIA,ZUGARO,,40674006.0,VP,Officer,,Merrick,3031,NY,WYNSUM AVENUE,11566,PARTNERSHIP/LLC,,Autilia,Zugaro,,40674011.0,,Shareholder,,Merrick,3031,NY,WYNSUM AVENUE,11566,PARTNERSHIP/LLC,,L. Michael,Marcotullio,,40674010.0,,Shareholder,,,,,,,PARTNERSHIP/LLC,,L.MICHAEL,MARCOTULLIO,,40674013.0,,SiteManager,,,,,,,,,,,,,,
180,0,4034320010,4081932,3432,QUEENS,4,664062,5,17-12,1712,2011-08-09,10,17-12,2012-04-01,407170,49790,HIMROD STREET,11385,2R,RIDGEWOOD,1712,NY,HIMROD,11385,CORP,HIMROD APARTMENTS LLC,,,,40717003.0,,CorporateOwner,2R,RIDGEWOOD,1712,NY,HIMROD,11385,CORP,HIMROD APARTMENTS LLC,KRZYSZTOF,SREDNICKI,,40717004.0,,Agent,2R,RIDGEWOOD,1712,NY,HIMROD,11385,CORP,,KRZYSZTOF,SREDNICKI,,40717005.0,,HeadOfficer,,,,,,,CORP,,KRZYSZTOF,SREDNICKI,,40717013.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0,4034320016,4081935,3432,QUEENS,4,664068,5,17-18,1718,2018-08-16,16,17-18,2019-09-01,402515,49790,HIMROD STREET,11385,,RIDGEWOOD,1718,NY,HIMROD STREET,11385,GEN.PART,SGK GROUP LLC,,,,40251503.0,,CorporateOwner,,EAST MEADOW,913,NY,SHARI LANE,11554,GEN.PART,,ZISIS,GATZOFLIAS,,40251504.0,,Agent,,Ridgewood,1718,NY,HIMROD STREET,11385,GEN.PART,,ZISIS,GATZOFLIAS,,40251505.0,MEMBER,HeadOfficer,,Ridgewood,1718,NY,HIMROD STREET,11385,GEN.PART,,ATHANASIA,GATZOFLIAS,,40251506.0,,Officer,,Ridgewood,1718,NY,HIMROD STREET,11385,GEN.PART,,ZISIS,GATZOFLIAS,,40251510.0,,Shareholder,,Ridgewood,1718,NY,HIMROD STREET,11385,GEN.PART,,ATHANASIA,GATZOFLIAS,,40251511.0,,Shareholder,,,,,,,GEN.PART,,ZISIS,GATZOFLIAS,,40251513.0,,SiteManager,,,,,,,,,,,,,,
182,0,4034320018,4081936,3432,QUEENS,4,664070,5,17-20,1720,2018-08-27,18,17-20,2019-09-01,413008,49790,HIMROD STREET,11385,,Ridgewood,1720,NY,HIMROD,11385,INDIV,,JOSE,CARDONA,R,41300802.0,,IndividualOwner,,,,,,,INDIV,,JOSE,CARDONA,R,41300813.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,4034320024,4081939,3432,QUEENS,4,664076,5,17-26,1726,2018-08-28,24,17-26,2019-09-01,409947,49790,HIMROD STREET,11385,,FOREST HILLS,9106,NY,70TH AVENUE,11375,JOINT,,JOSEPH,TURRICIANO,,40994704.0,,Agent,,,,,,,JOINT,,JOSEPH,TURRICIANO,,40994713.0,,SiteManager,,FOREST HILLS,9106,NY,70TH AVENUE,11375,JOINT,,GIUSEPPE,TURRICIANO,,40994716.0,,JointOwner,,FOREST HILLS,9106,NY,70TH AVENUE,11375,JOINT,,CAMILLO,TURRICIANO,V,40994715.0,,JointOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0,4034320026,4081940,3432,QUEENS,4,966803,5,1728,1728,2017-09-16,26,1728,2018-09-01,431904,0,HIMROD STREET,,307,Brooklyn,1276,NY,50TH STREET,11219,GEN.PART,17-28 HIMROD LLC,,,,43190403.0,,CorporateOwner,,Brooklyn,47,NY,CEDAR STREET,11219,GEN.PART,,GREGURY,HARNENDEZ,,43190404.0,,Agent,307,Brooklyn,1303,NY,53RD STREET,11219,GEN.PART,,SAMUEL,BRETTLER,,43190405.0,,HeadOfficer,307,Brooklyn,1303,NY,53RD STREET,11219,GEN.PART,,SAMUEL,BRETTLER,,43190406.0,MEMBER,Officer,,,,,,,GEN.PART,,9176128551,MAX,,43190413.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0,4034320020,4081937,3432,QUEENS,4,664072,5,17-22,1722,2018-08-28,20,17-22,2019-09-01,408444,49790,HIMROD STREET,11385,,FLUSHING,7308,NY,NORTHERN BOULEVARD,11372,GEN.PART,1722 HIMROD LLC,,,,40844403.0,,CorporateOwner,,JACKSON HTS,7308,NY,NORTHERN BOULEVARD,11372,GEN.PART,,ANTHONY,CONTI,,40844404.0,,Agent,,FLUSHING,7308,NY,NORTHERN BOULEVARD,11372,GEN.PART,,ANTHONY,CONTI,,40844405.0,MANANGING MEMBE,HeadOfficer,,FLUSHING,7308,NY,NORTHERN BOULEVARD,11372,GEN.PART,,PAULINE,CONTI,,40844406.0,MANAGING MEMBER,Officer,,,,,,,GEN.PART,,GALLO,PEREZ,,40844413.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0,4034320001,4081927,3432,QUEENS,4,664052,5,17-02,1702,2018-08-17,1,17-02,2019-09-01,401692,49790,HIMROD STREET,11385,,RIDGEWOOD,1702,NY,HIMROD STREET,11385,INDIV,,PIETRO,TROVATO,,40169202.0,,IndividualOwner,,RIDGEWOOD,1702,NY,HIMROD STREET,11385,INDIV,,ROBERTO,ISIO,,40169204.0,,Agent,,,,,,,INDIV,,ROBERTO,ISIO,,40169213.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,4034320002,4081928,3432,QUEENS,4,664054,5,17-04,1704,2018-08-15,2,17-04,2019-09-01,412990,49790,HIMROD STREET,11385,,GLENDALE,8615,NY,UNION TURNPIKE,11385,INDIV,,PIETRO,PAMPALONE,,41299002.0,,IndividualOwner,,,,,,,INDIV,,PIETRO,PAMPALONE,,41299013.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0,4034320006,4081930,3432,QUEENS,4,664058,5,17-08,1708,2018-07-03,6,17-08,2019-09-01,408589,49790,HIMROD STREET,11385,,RIDGEWOOD,1708,NY,HIMROD STREET,11385,INDIV,,GASPARE,PASSALACQUA,,40858902.0,,IndividualOwner,,,,,,,INDIV,,VINCENZO,ALESSI,,40858913.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0,4034380016,4082107,3438,QUEENS,4,678858,5,18-12,1812,2018-06-15,16,18-12,2019-09-01,402345,55490,MENAHAN STREET,11385,,RIDGEWOOD,1812,NY,MENAHAN,11385,CORP,SUITE SIXTEEN REALTY CORP,,,,40234503.0,,CorporateOwner,2R,BROOKLYN,90,NY,MOORE STREET,11206,CORP,SUITE SIXTEEN REALTY CORP.,ISRAEL,VALENTIN,,40234504.0,,Agent,2R,BROOKLYN,90,NY,MOORE STREET,11206,CORP,,ISRAEL,VALENTIN,,40234505.0,PRES,HeadOfficer,,,,,,,CORP,,EDWIN,VALENTIN,,40234513.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0,4034410040,4082224,3441,QUEENS,4,675128,5,17-31,1731,2017-09-16,40,17-31,2018-09-01,404912,54090,LINDEN STREET,11385,,Ridgewood,1731,NY,LINDEN STREET,11385,GEN.PART,1731 LINDEN STREET LLC,,,,40491203.0,,CorporateOwner,5FLOOR,New York,210,NY,EAST 23RD STREET,10010,GEN.PART,NEW BEDFORD MANAGEMENT,ANTHONY,PAGAN,,40491204.0,,Agent,5FLOOR,New York,210,NY,EAST 23RD STREET,10010,GEN.PART,,ANTHONY,PAGAN,,40491205.0,MANAGING AGENT,HeadOfficer,,NEW YORK,210,NY,EAST 23RD STREET,10010,GEN.PART,,SCOTT,SAMBADE,,40491206.0,,Officer,8C,New York,200,NY,EAST 82ND STREET,10028,GEN.PART,,SCOTT,SAMBAD,C,40491210.0,,Shareholder,,,,,,,GEN.PART,,ANTHONY,PAGAN,,40491213.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,4034410048,4082228,3441,QUEENS,4,675124,5,17-23,1723,2017-09-07,48,17-23,2018-09-01,408938,54090,LINDEN STREET,11385,,GLENDALE,7112,NY,68TH PLACE,11385,INDIV,,CARLOS,REINOZO,,40893802.0,,IndividualOwner,,,,,,,INDIV,,CARLOS,REINOZO,,40893813.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,0,4034410054,4082231,3441,QUEENS,4,675118,5,17-17,1717,2018-08-30,54,17-17,2019-09-01,401683,54090,LINDEN STREET,11385,,GREAT NECK,15,NY,FAIRVIEW AVENUE,11023,GEN.PART,ADORA LINDEN LLC,,,,40168303.0,,CorporateOwner,,Great Neck,15,NY,FAIRVIEW AVENUE,11023,GEN.PART,ADORA LINDEN LLC,ZEKI,IMIR,,40168304.0,,Agent,,GREAT NECK,15,NY,FAIRVIEW AVENUE,11023,GEN.PART,,ZEKI,IMIR,,40168305.0,MANAGING MEMBER,HeadOfficer,,GREAT NECK,15,NY,FAIRVIEW AVENUE,11023,GEN.PART,,AMRITPAL,HORA,,40168306.0,PARTNER,Officer,,Great Neck,15,NY,FAIRVIEW AVENUE,11023,GEN.PART,,AMRITPAL,HORA,,40168310.0,,Shareholder,,,,,,,GEN.PART,,OREN,IMIR,,40168313.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0,4034520021,4082466,3452,QUEENS,4,675123,5,17-22,1722,2018-08-08,21,17-22,2019-09-01,407737,54090,LINDEN STREET,11385,3FLOOR,RIDGEWOOD,1826,NY,LINDEN STREET,113852150,JOINT,,TUYEN,TRINH,,40773704.0,,Agent,,,,,,,JOINT,,TUYEN,TRINH,,40773713.0,,SiteManager,,RIDGEWOOD,1722,NY,LINDEN STREET,11385-214,JOINT,,NANCY,QUACH,,40773716.0,,JointOwner,,RIDGEWOOD,1722,NY,LINDEN STREET,11385-214,JOINT,,TUYEN,TRINH,,40773715.0,,JointOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,0,4034520012,4082460,3452,QUEENS,4,675111,5,17-10,1710,2018-08-23,12,17-10,2019-09-01,406354,54090,LINDEN STREET,11385,LOBBY,Ridgewood,1710,NY,LINDEN STREET,11385,GEN.PART,DW YU LLC,,,,40635403.0,,CorporateOwner,,Ridgewood,1710,NY,LINDEN STREET,11385,GEN.PART,RICHARD DONG,RICHARD,DONG,,40635404.0,,Agent,,Ridgewood,1710,NY,LINDEN STREET,11385,GEN.PART,,RICHARD DONG,DONG,,40635405.0,PRESIDENT,HeadOfficer,,,,,,,GEN.PART,,RICHARD,DONG,,40635413.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0,4034520018,4082464,3452,QUEENS,4,675119,5,17-18,1718,2018-08-14,18,17-18,2019-09-01,406269,54090,LINDEN STREET,11385,2E,MIDDLE VILLAGE,6705,NY,75TH STREET,11379,INDIV,,ENACHE,ANTON,,40626902.0,,IndividualOwner,,,,,,,INDIV,,ENACHE,ANTON,,40626913.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0,4034540016,4082522,3454,QUEENS,4,675137,5,18-14,1814,2018-08-28,16,18-14,2019-09-01,407514,54090,LINDEN STREET,11385,1515,New York,381,NY,PARK AVENUE SOUTH,10016,GEN.PART,RWK 3 LLC,,,,40751403.0,,CorporateOwner,1515,New York,381,NY,PARK AVENUE SOUTH,10016,GEN.PART,NEW YORK CITY MANAGEMENT,JOHN,CATALIC,,40751404.0,,Agent,1515,New York,381,NY,PARK AVENUE SOUTH,10016,GEN.PART,,ANAND,MELWANI,,40751405.0,OWNER,HeadOfficer,,,,,,,GEN.PART,,ANDREW,PALMER,,40751413.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0,4034770025,4083219,3477,QUEENS,4,675178,5,19-20,1920,2017-09-28,25,19-20,2018-09-01,404768,54090,LINDEN STREET,11385,,RIDGEWOOD,1920,NY,LINDER STREET,11385,PARTNERSHIP/LLC,19-20 LINDER PROPERTIES LLC,,,,40476803.0,,CorporateOwner,23A,NEW YORK,1365,NY,YORK AVENUE,10021,PARTNERSHIP/LLC,,ETHAN,JAMRU,,40476804.0,,Agent,23A,NEW YORK,1365,NY,YORK AVENUE,10021,PARTNERSHIP/LLC,,ETHAN,JAMRON,,40476805.0,MANAGER,HeadOfficer,,,,,,,PARTNERSHIP/LLC,,ETHAN,JAMRON,,40476813.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0,4034770029,4083221,3477,QUEENS,4,675182,5,19-24,1924,2018-01-24,29,19-24,2018-09-01,407529,54090,LINDEN STREET,11385,,,,,,,GEN.PART,,JOEL,FRIEDMAN,,40752913.0,,SiteManager,5,BROOKLYN,47,NY,THROOP AVENUE,11206,GEN.PART,1924 LINDEN LLC,,,,40752903.0,,CorporateOwner,5,BROOKLYN,47,NY,THROOP AVENUE,11206,GEN.PART,1924 LINDEN LLC,JOEL,FRIEDMAN,,40752904.0,,Agent,5,BROOKLYN,47,NY,THROOP AVENUE,11206,GEN.PART,,JOEL,FRIEDMAN,,40752905.0,MEMBER,HeadOfficer,5,BROOKLYN,47,NY,THROOP AVENUE,11206,GEN.PART,,JOEL,FRIEDMAN,,40752910.0,,Shareholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0,4034770035,4083224,3477,QUEENS,4,675188,5,19-30,1930,2017-08-11,35,19-30,2018-09-01,407527,54090,LINDEN STREET,11385,,RIDGEWOOD,1930,NY,LINDEN STREET,11385,JOINT,,ROBERT,JEZEWSKI,K,40752704.0,,Agent,,,,,,,JOINT,,ROBERT,JEZEWSKI,K,40752713.0,,SiteManager,,RIDGEWOOD,1930,NY,LINDEN STREET,11385,JOINT,,TERESA,JEZEWSKI,,40752715.0,,JointOwner,,RIDGEWOOD,1930,NY,LINDEN STREET,11385,JOINT,,ROBERT,JEZEWSKI,K,40752716.0,,JointOwner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0,4034770017,4083215,3477,QUEENS,4,675170,5,19-12,1912,2018-03-21,17,19-12,2018-09-01,407084,54090,LINDEN STREET,11385,,RIDGEWOOD,1912,NY,LINDEN STREET,11385,INDIV,,MARIA,BEUTURA,,40708402.0,,IndividualOwner,,,,,,,INDIV,,MARIA,BEAUTURA,,40708413.0,,SiteManager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
