,apartment,approveddate,bbl,bin,block,boroid,borough,buildingid,censustract,certifieddate,class,communityboard,councildistrict,currentstatus,currentstatusdate,currentstatusid,highhousenumber,housenumber,inspectiondate,latitude,longitude,lot,lowhousenumber,newcertifybydate,newcorrectbydate,novdescription,novid,novissueddate,novtype,nta,ordernumber,originalcertifybydate,originalcorrectbydate,postcode,registrationid,story,streetcode,streetname,violationid,violationstatus
10,3,2015-03-02,4156140107,4299061,15614,4,QUEENS,631520,101001,2015-05-12,B,14,31,VIOLATION CLOSED,2015-07-14,19,3-98,3-98,2015-03-01,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WASH BASIN   IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY, APARTMENT AT  SOUTH",5056174,2015-03-03,Original,Far Rockaway-Bayswater,505,2015-04-21,2015-04-07,11691,409764,2,29990,BEACH 13 STREET,10600221,Close
11,3,2015-03-02,4156140107,4299061,15614,4,QUEENS,631520,101001,2015-05-12,B,14,31,VIOLATION CLOSED,2015-07-14,19,3-98,3-98,2015-03-01,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE SINK CABINETS.  IN THE KITCHEN  LOCATED AT APT 3, 2nd STORY, APARTMENT AT  SOUTH",5056174,2015-03-03,Original,Far Rockaway-Bayswater,505,2015-04-21,2015-04-07,11691,409764,2,29990,BEACH 13 STREET,10600222,Close
12,,2015-03-10,4156140107,4299061,15614,4,QUEENS,631520,101001,2015-05-12,A,14,31,VIOLATION CLOSED,2015-07-14,19,3-98,3-98,2015-03-09,40.600214,-73.747021,107,3-98,,,"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCY?S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT LOBBY, 1st STORY",5069051,2015-03-11,Original,Far Rockaway-Bayswater,500,2015-06-28,2015-06-14,11691,409764,1,29990,BEACH 13 STREET,10621160,Close
13,3,2015-05-05,4156140107,4299061,15614,4,QUEENS,631520,101001,2015-05-12,B,14,31,VIOLATION CLOSED,2015-06-04,19,3-98,3-98,2015-05-04,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILINGS & WALLS THROUGHOUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 2nd STORY",5113333,2015-05-06,Original,Far Rockaway-Bayswater,508,2015-06-24,2015-06-10,11691,409764,2,29990,BEACH 13 STREET,10700129,Close
14,3,2015-05-05,4156140107,4299061,15614,4,QUEENS,631520,101001,2015-05-12,B,14,31,VIOLATION DISMISSED,2015-06-04,9,3-98,3-98,2015-05-04,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE RADIATOR  IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY",5113333,2015-05-06,Original,Far Rockaway-Bayswater,509,2015-06-24,2015-06-10,11691,409764,2,29990,BEACH 13 STREET,10700147,Close
15,3,2015-05-20,4156140107,4299061,15614,4,QUEENS,631520,101001,2015-06-05,B,14,31,VIOLATION CLOSED,2015-07-14,19,3-98,3-98,2015-05-20,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD AND VINYL FLOOR TILES.  IN THE KITCHEN  LOCATED AT APT 3, 2nd STORY",5124038,2015-05-21,Original,Far Rockaway-Bayswater,502,2015-07-09,2015-06-25,11691,409764,2,29990,BEACH 13 STREET,10719362,Close
16,3,2015-05-20,4156140107,4299061,15614,4,QUEENS,631520,101001,2015-06-05,B,14,31,VIOLATION CLOSED,2015-07-14,19,3-98,3-98,2015-05-20,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WINDOW GLASS LOWER SASH IN THE WEST LIVING-ROOM  LOCATED AT APT 3, 2nd STORY",5124038,2015-05-21,Original,Far Rockaway-Bayswater,505,2015-07-09,2015-06-25,11691,409764,2,29990,BEACH 13 STREET,10719369,Close
17,3,2015-05-20,4156140107,4299061,15614,4,QUEENS,631520,101001,2015-06-05,B,14,31,VIOLATION CLOSED,2015-07-14,19,3-98,3-98,2015-05-20,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE DOOR   IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY",5124038,2015-05-21,Original,Far Rockaway-Bayswater,505,2015-07-09,2015-06-25,11691,409764,2,29990,BEACH 13 STREET,10719372,Close
18,3,2016-03-25,4156140107,4299061,15614,4,QUEENS,631520,101001,,C,14,31,NOV SENT OUT,2016-03-28,2,3-98,3-98,2016-03-24,40.600214,-73.747021,107,3-98,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AND MILDEW ON WEST WALL AND SOUTH WALL 96  IN THE 1st LIVING ROOM  FROM NORTH AT WEST LOCATED AT APT 3, 2nd STORY, APARTMENT AT  SOUTH",5395964,2016-03-28,Original,Far Rockaway-Bayswater,550,2016-04-10,2016-04-05,11691,409764,2,29990,BEACH 13 STREET,11170451,Open
19,3,2016-03-25,4156140107,4299061,15614,4,QUEENS,631520,101001,,B,14,31,NOV SENT OUT,2016-03-28,2,3-98,3-98,2016-03-24,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS  IN THE 1st LIVING ROOM  FROM NORTH AT WEST LOCATED AT APT 3, 2nd STORY, APARTMENT AT  SOUTH",5395963,2016-03-28,Original,Far Rockaway-Bayswater,508,2016-05-16,2016-05-02,11691,409764,2,29990,BEACH 13 STREET,11170455,Open
20,,2017-02-25,4156140107,4299061,15614,4,QUEENS,631520,101001,2017-03-07,B,14,31,VIOLATION DISMISSED,2017-05-18,9,3-98,3-98,2017-02-25,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING CAP AT NEWEL POST AT BALUSTRADE  AT PUBLIC HALL, 2nd STORY",5692077,2017-02-27,Original,Far Rockaway-Bayswater,506,2017-04-17,2017-04-03,11691,409764,2,29990,BEACH 13 STREET,11667522,Close
21,,2017-02-25,4156140107,4299061,15614,4,QUEENS,631520,101001,2017-03-07,C,14,31,VIOLATION DISMISSED,2017-05-18,9,3-98,3-98,2017-02-25,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF DISCARDED RADIATOR  AT PUBLIC HALL, 1st STORY",5692078,2017-02-27,Original,Far Rockaway-Bayswater,510,2017-03-12,2017-03-07,11691,409764,1,29990,BEACH 13 STREET,11667533,Close
22,3,2017-03-29,4156140107,4299061,15614,4,QUEENS,631520,101001,,B,14,31,NOV SENT OUT,2017-03-30,2,3-98,3-98,2017-03-29,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WASHBASIN CABINET.  IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY",5716037,2017-03-30,Original,Far Rockaway-Bayswater,505,2017-05-18,2017-05-04,11691,409764,2,29990,BEACH 13 STREET,11711716,Open
23,,2001-05-02,4156140107,4299061,15614,4,QUEENS,631520,101001,,A,14,31,VIOLATION CLOSED,2015-08-10,19,3-98,3-98,2001-05-02,40.600214,-73.747021,107,3-98,,,SECTION 27-2098 ADM CODE  FILE WITH THIS DEPARTMENT A REGISTRATION STATEMENT FOR BUILDING.,1660741,2001-05-08,Original,Far Rockaway-Bayswater,772,2001-08-21,2001-08-16,11691,409764,,29990,BEACH 13 STREET,3820795,Close
24,1,2007-01-12,4156140107,4299061,15614,4,QUEENS,631520,101001,,B,14,31,VIOLATION CLOSED,2015-08-10,19,3-98,3-98,2007-01-11,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE BATHROOM  LOCATED AT APT 1, 1st STORY",2888349,2007-01-16,Original,Far Rockaway-Bayswater,508,2007-03-11,2007-02-25,11691,409764,1,29990,BEACH 13 STREET,6551920,Close
25,1,2007-01-12,4156140107,4299061,15614,4,QUEENS,631520,101001,,B,14,31,VIOLATION CLOSED,2015-08-10,19,3-98,3-98,2007-01-11,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE BATHROOM  LOCATED AT APT 1, 1st STORY",2888349,2007-01-16,Original,Far Rockaway-Bayswater,508,2007-03-11,2007-02-25,11691,409764,1,29990,BEACH 13 STREET,6552597,Close
26,3,2017-09-29,4156140107,4299061,15614,4,QUEENS,631520,101001,,B,14,31,NOV SENT OUT,2017-10-02,2,3-98,3-98,2017-09-28,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE TOP AND BOTTOM WINDOW SASH  IN THE KITCHEN  LOCATED AT APT 3, 2nd STORY",5861462,2017-10-02,Original,Far Rockaway-Bayswater,501,2017-11-20,2017-11-06,11691,409764,2,29990,BEACH 13 STREET,11996053,Open
27,3,2017-09-29,4156140107,4299061,15614,4,QUEENS,631520,101001,,B,14,31,NOV SENT OUT,2017-10-02,2,3-98,3-98,2017-09-28,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE TOP AND BOTTOM SASH SOUTH WINDOW IN THE WEST LIVING-ROOM  LOCATED AT APT 3, 2nd STORY",5861462,2017-10-02,Original,Far Rockaway-Bayswater,501,2017-11-20,2017-11-06,11691,409764,2,29990,BEACH 13 STREET,11996057,Open
28,3,2017-09-29,4156140107,4299061,15614,4,QUEENS,631520,101001,,B,14,31,NOV SENT OUT,2017-10-02,2,3-98,3-98,2017-09-28,40.600214,-73.747021,107,3-98,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CHIPPED ENAMEL AND PORCELAIN FINISH BATHTUB INTERIOR   IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY",5861462,2017-10-02,Original,Far Rockaway-Bayswater,502,2017-11-20,2017-11-06,11691,409764,2,29990,BEACH 13 STREET,11996072,Open
29,3,2017-09-29,4156140107,4299061,15614,4,QUEENS,631520,101001,,B,14,31,NOV SENT OUT,2017-10-02,2,3-98,3-98,2017-09-28,40.600214,-73.747021,107,3-98,,,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS BATHTUB  IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY",5861462,2017-10-02,Original,Far Rockaway-Bayswater,579,2017-11-20,2017-11-06,11691,409764,2,29990,BEACH 13 STREET,11996095,Open
0,4K,2015-09-14,4161510006,4464161,16151,4,QUEENS,860085,94201,2015-09-25,B,14,32,VIOLATION DISMISSED,2015-12-07,9,2-16,2-14,2015-09-10,40.5855,-73.818157,6,2-14,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 4K, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",5201850,2015-09-15,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,568,2015-11-03,2015-10-20,11693,426719,4,33290,BEACH 96 STREET,10860735,Close
1,4K,2015-09-14,4161510006,4464161,16151,4,QUEENS,860085,94201,2015-09-25,B,14,32,VIOLATION DISMISSED,2015-12-07,9,2-16,2-14,2015-09-10,40.5855,-73.818157,6,2-14,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOMMUNICATIONS SYSTEM  LOCATED AT APT 4K, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",5201850,2015-09-15,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,501,2015-11-03,2015-10-20,11693,426719,4,33290,BEACH 96 STREET,10860744,Close
2,4K,2015-11-27,4161510006,4464161,16151,4,QUEENS,860085,94201,2016-01-05,B,14,32,VIOLATION CLOSED,2016-02-03,19,2-16,2-14,2015-11-25,40.5855,-73.818157,6,2-14,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 4K, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",5315331,2015-11-30,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,568,2016-01-18,2016-01-04,11693,426719,4,33290,BEACH 96 STREET,11015748,Close
3,,2015-12-31,4161510006,4464161,16151,4,QUEENS,860085,94201,2016-01-25,B,14,32,VIOLATION DISMISSED,2016-04-06,9,2-16,2-14,2015-12-29,40.5855,-73.818157,6,2-14,,,"SECTION 27-2010, 2011, 2012 ADM CODE  REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE NORTH VESTIBULE , 1st STORY",5336383,2016-01-04,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,552,2016-02-22,2016-02-08,11693,426719,1,33290,BEACH 96 STREET,11052670,Close
4,6E,2016-01-22,4161510006,4464161,16151,4,QUEENS,860085,94201,2016-03-10,A,14,32,VIOLATION DISMISSED,2016-05-23,9,2-16,2-14,2016-01-21,40.5855,-73.818157,6,2-14,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT WALL AROUND BATHTUB  IN THE BATHROOM  LOCATED AT APT 6E, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",5349933,2016-01-25,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,550,2016-05-13,2016-04-29,11693,426719,6,33290,BEACH 96 STREET,11085795,Close
5,6E,2016-01-22,4161510006,4464161,16151,4,QUEENS,860085,94201,2016-03-10,A,14,32,VIOLATION DISMISSED,2016-05-23,9,2-16,2-14,2016-01-21,40.5855,-73.818157,6,2-14,,,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK  IN THE KITCHEN  LOCATED AT APT 6E, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",5349933,2016-01-25,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,579,2016-05-13,2016-04-29,11693,426719,6,33290,BEACH 96 STREET,11085796,Close
6,6E,2016-01-22,4161510006,4464161,16151,4,QUEENS,860085,94201,2016-03-10,B,14,32,VIOLATION CLOSED,2016-07-01,19,2-16,2-14,2016-01-21,40.5855,-73.818157,6,2-14,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE ELECTRIC LIGHT FIXTURE AT WALL  IN THE BATHROOM  LOCATED AT APT 6E, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",5349934,2016-01-25,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,505,2016-03-14,2016-02-29,11693,426719,6,33290,BEACH 96 STREET,11085808,Close
7,,2016-02-09,4161510006,4464161,16151,4,QUEENS,860085,94201,2016-03-03,B,14,32,VIOLATION CLOSED,2016-04-27,19,2-16,2-14,2016-02-08,40.5855,-73.818157,6,2-14,,,"SECTION 27-2005, 2007 ADM CODE  REMOVE ALL ENCUMBRANCES CONSISTING OF STORAGE OF CONTAINERS WITH GARBAGE BAGS ETC. AT THE NORTH VESTIBULE EXIT TO STREET.  AT PUBLIC HALL, 1st STORY",5361611,2016-02-10,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,538,2016-03-30,2016-03-16,11693,426719,1,33290,BEACH 96 STREET,11107652,Close
8,,2017-08-08,4161510006,4464161,16151,4,QUEENS,860085,94201,2017-09-28,A,14,32,VIOLATION CLOSED,2017-10-05,19,2-16,2-14,2017-08-06,40.5855,-73.818157,6,2-14,,,"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX ..  AT PUBLIC HALL, 1st STORY",5821766,2017-08-09,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,700,2017-11-26,2017-11-12,11693,426719,1,33290,BEACH 96 STREET,11914714,Close
9,,2017-08-08,4161510006,4464161,16151,4,QUEENS,860085,94201,2017-09-28,A,14,32,VIOLATION CLOSED,2017-10-05,19,2-16,2-14,2017-08-06,40.5855,-73.818157,6,2-14,,,"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",5821766,2017-08-09,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,500,2017-11-26,2017-11-12,11693,426719,1,33290,BEACH 96 STREET,11914715,Close
10,,2017-08-08,4161510006,4464161,16151,4,QUEENS,860085,94201,2017-09-28,A,14,32,VIOLATION CLOSED,2017-10-05,19,2-16,2-14,2017-08-06,40.5855,-73.818157,6,2-14,,,"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL, 1st STORY",5821766,2017-08-09,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1501,2017-11-26,2017-11-12,11693,426719,1,33290,BEACH 96 STREET,11914717,Close
11,,2017-08-08,4161510006,4464161,16151,4,QUEENS,860085,94201,2017-09-28,A,14,32,VIOLATION CLOSED,2017-10-05,19,2-16,2-14,2017-08-06,40.5855,-73.818157,6,2-14,,,"SECTION 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL, 1st STORY",5821766,2017-08-09,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1506,2017-11-26,2017-11-12,11693,426719,1,33290,BEACH 96 STREET,11914719,Close
12,3A,2013-03-10,4161510006,4464161,16151,4,QUEENS,860085,94201,,B,14,32,VIOLATION CLOSED,2013-10-18,19,2-16,2-14,2013-03-09,40.5855,-73.818157,6,2-14,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING, EAST AND NORTH WALLS  IN THE BATHROOM  LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",4582657,2013-03-11,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2013-04-29,2013-04-15,11693,426719,3,33290,BEACH 96 STREET,9764805,Close
13,3A,2013-03-10,4161510006,4464161,16151,4,QUEENS,860085,94201,,B,14,32,VIOLATION CLOSED,2013-10-18,19,2-16,2-14,2013-03-09,40.5855,-73.818157,6,2-14,,,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK  IN THE KITCHEN  LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",4582657,2013-03-11,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,579,2013-04-29,2013-04-15,11693,426719,3,33290,BEACH 96 STREET,9764808,Close
14,3A,2013-03-10,4161510006,4464161,16151,4,QUEENS,860085,94201,,A,14,32,VIOLATION CLOSED,2013-10-18,19,2-16,2-14,2013-03-09,40.5855,-73.818157,6,2-14,,,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND WALLS THROUGHOUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",4582656,2013-03-11,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,556,2013-06-28,2013-06-14,11693,426719,3,33290,BEACH 96 STREET,9764815,Close
15,3A,2013-03-10,4161510006,4464161,16151,4,QUEENS,860085,94201,,B,14,32,VIOLATION CLOSED,2013-10-18,19,2-16,2-14,2013-03-09,40.5855,-73.818157,6,2-14,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE WASTE LINE STOPPER IN BATHTUB   IN THE BATHROOM  LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",4582657,2013-03-11,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,501,2013-04-29,2013-04-15,11693,426719,3,33290,BEACH 96 STREET,9764817,Close
16,5L,2013-11-18,4161510006,4464161,16151,4,QUEENS,860085,94201,,C,14,32,VIOLATION CLOSED,2014-01-24,19,2-16,2-14,2013-11-17,40.5855,-73.818157,6,2-14,,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 6;         LOCATED AT APT 5L, 5th STORY, 3rd APARTMENT FROM WEST AT NORTH",4727643,2013-11-19,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,790,2013-12-22,2013-12-17,11693,426719,5,33290,BEACH 96 STREET,10038468,Close
17,3A,2013-03-10,4161510006,4464161,16151,4,QUEENS,860085,94201,,C,14,32,VIOLATION CLOSED,2013-05-15,19,2-16,2-14,2013-03-09,40.5855,-73.818157,6,2-14,,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 6; WG TO REPAIR = 0;         IN THE ENTIRE APARTMENT  LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",4582658,2013-03-11,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,790,2013-04-06,2013-04-01,11693,426719,3,33290,BEACH 96 STREET,9764767,Close
0,43,2014-04-09,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2014-04-09,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF WINDOW NAIL SHUT  IN THE BATHROOM  LOCATED AT APT 43, 4th STORY",4817326,2014-04-10,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,510,2014-05-29,2014-05-15,11694,415463,4,33990,BEACH 116 STREET,10202427,Close
1,11,2014-06-23,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2014-06-20,40.578868,-73.836647,66,1-58,,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING  IN THE 1st ROOM  FROM EAST LOCATED AT APT 11, 1st STORY",4863415,2014-06-24,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,583,2014-08-12,2014-07-29,11694,415463,1,33990,BEACH 116 STREET,10284534,Close
2,11,2014-06-23,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2014-06-20,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 1st ROOM  FROM EAST LOCATED AT APT 11, 1st STORY",4863415,2014-06-24,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,508,2014-08-12,2014-07-29,11694,415463,1,33990,BEACH 116 STREET,10284535,Close
3,11,2014-06-23,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2014-06-20,40.578868,-73.836647,66,1-58,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING  IN THE 1st ROOM  FROM EAST LOCATED AT APT 11, 1st STORY",4863415,2014-06-24,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,550,2014-08-12,2014-07-29,11694,415463,1,33990,BEACH 116 STREET,10284536,Close
4,,2014-06-25,4161880066,4303940,16188,4,QUEENS,634245,938,,A,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2014-06-25,40.578868,-73.836647,66,1-58,,,"SECTION 27-2047 ADM CODE  PROVIDE AND MAINTAIN APPROVED MAIL RECEPTACLES AND DIRECTORIES FOR THE PERSONS RESIDING IN THE DWELLING AS PROVIDED IN THE U.S. POSTAL REGULATIONS. AT PUBLIC HALL, 1st STORY",4864518,2014-06-26,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,707,2014-10-13,2014-09-29,11694,415463,1,33990,BEACH 116 STREET,10289629,Close
5,26,2015-01-24,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2015-01-24,40.578868,-73.836647,66,1-58,,,"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE RADIATOR AIR VALVE  IN THE 2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 26, 3rd STORY",4989675,2015-01-26,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,596,2015-03-16,2015-03-02,11694,415463,3,33990,BEACH 116 STREET,10516997,Close
6,26,2015-01-24,4161880066,4303940,16188,4,QUEENS,634245,938,,B,14,32,VIOLATION CLOSED,2015-04-23,19,1-58,1-58,2015-01-24,40.578868,-73.836647,66,1-58,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE LIGHT SWITCH AT SOUTH WALL  IN THE 2nd ROOM  FROM NORTH AT WEST LOCATED AT APT 26, 3rd STORY",4989675,2015-01-26,Original,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,505,2015-03-16,2015-03-02,11694,415463,3,33990,BEACH 116 STREET,10517001,Close
