index,date_utc,full_text,geoenabled,location,long_lat,user
2913,Tue Aug 30 15:00:56 +0000 2016,.::and i'll be holding onto you::. @ Canalside Buffalo https://t.co/aW8N1NtzXA,TRUE,new york,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",megemcallister
2914,Tue Aug 30 03:26:52 +0000 2016,"Rubber Duckie Your The One, that mesmerized all of Western New York.… https://t.co/aPQTxlmON5",TRUE,United States,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",PoCarterr
2915,Tue Aug 30 02:22:59 +0000 2016,Bartenders at your service. Come and join us as we celebrate our 1st… https://t.co/vAlq8e3NgE,TRUE,Las Vegas ,"{'type': 'Point', 'coordinates': [-78.8792611, 42.8775383]}",gelaciolace
2916,Tue Aug 30 00:55:09 +0000 2016,Sorry to see the summer end but loved this city in any weather.  #ourwaterfront… https://t.co/C66x11BFMb,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.8792611, 42.8775383]}",Lanemeyer19
2917,Mon Aug 29 21:34:17 +0000 2016,"Canalside, Buffalo, NY #buffalo #ny #canalsidebuffalo #canalside #withmylove @ Canalside Buffalo https://t.co/oYECeC9AkD",TRUE,"York, PA","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",chelster306
2918,Mon Aug 29 21:15:02 +0000 2016,Tough choices indeed... #canalside #connectfour #buffalony #buffalo @ Canalside Buffalo https://t.co/IbnLdBFi57,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",mr_prentice
2919,Mon Aug 29 17:45:52 +0000 2016,not your average rubber ducky @ Canalside Buffalo https://t.co/2Uom4cF3bO,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",beaconbflo
2920,Mon Aug 29 16:45:19 +0000 2016,Me&amp;Bae on a boat 👀🐥 @ Canalside Buffalo https://t.co/1Sm1TCEmcA,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",e_kavanaugh
2921,Mon Aug 29 13:39:39 +0000 2016,Bonus from the weekend. I finally met #sharkgirl! @ Shark Girl https://t.co/tx1CvVkPzN,TRUE,"East Amherst, NY","{'type': 'Point', 'coordinates': [-78.87838884, 42.87845831]}",Dan_notDaniel
2922,Mon Aug 29 02:14:11 +0000 2016,In case you still didn't know this lady was in town this weekend. 🐥 #splishsplash… https://t.co/wKHHjN3W0L,TRUE,Neverland,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",becc4bee
2923,Mon Aug 29 01:45:32 +0000 2016,In the process of deflating The World's Largest Rubber Duck #RubberDuckyYoureTheOne #canalside… https://t.co/FJsvwGakAM,TRUE,"New York, USA","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",RMP_PR
2924,Mon Aug 29 01:43:15 +0000 2016,"I LOVE MY CITY

#BUFFALOVE NY @ Canalside Buffalo https://t.co/I2tvEvJms4",TRUE, ,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",djjowel20
2925,Mon Aug 29 01:20:51 +0000 2016,"#quack @ Canalside District, Buffalo https://t.co/ob3gmNlo8r",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87916667, 42.87638889]}",mailmccabe
2926,Mon Aug 29 00:03:26 +0000 2016,Ahh I got to Go see Mother Duck at Canal Side today 😊 @ Canalside Buffalo https://t.co/LE6n0jkWkO,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BuckyPhillips88
2927,Sun Aug 28 23:33:11 +0000 2016,Seen on our walk yesterday morning. The baby with her first rubber ducky! #Buffalo #Buffalove @… https://t.co/kNiO3dPJ29,TRUE,"OFW - Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",AdamMcG_716
2928,Sun Aug 28 23:11:10 +0000 2016,My people 🍦💜 @ Canalside Buffalo https://t.co/Ynf0uJvdxb,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",vv_orton
2929,Sun Aug 28 22:41:23 +0000 2016,"My life story depicted in one photo. Also, I should have checked the mother ducking schedule.… https://t.co/CGUyCRO7Wp",TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ThisByrdTweets
2930,Sun Aug 28 21:55:33 +0000 2016,just in case you're wondering: she's ducking awesome🐥 @ Worlds… https://t.co/cxveGQ4RgW,TRUE,tulane mf uni,"{'type': 'Point', 'coordinates': [-78.87848853, 42.8762591]}",lexxisager
2931,Sun Aug 28 21:54:08 +0000 2016,I am going to miss this... 👭👭💕🐤 @ Canalside Buffalo https://t.co/SCoiZDPwbH,TRUE,A Coruña,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",elenasande
2932,Sun Aug 28 21:30:43 +0000 2016,DUCK 🐥 @ Canalside Buffalo https://t.co/SJQ6IyA5O6,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Ashy3688
2933,Sun Aug 28 21:28:30 +0000 2016,I can check this off my bucket list ✔ @ Worlds Largest Rubber duck https://t.co/GVSgyuyHBE,TRUE,"North Tonawanda, NY","{'type': 'Point', 'coordinates': [-78.87848853, 42.8762591]}",olivia_meixing
2934,Sun Aug 28 21:15:41 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/CPxuBO780O,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",SMKenney12
2935,Sun Aug 28 21:06:41 +0000 2016,#worldslargestrubberduck #rubberduck #duck #yellow #canalside #buffalo #buffalove #buffalony… https://t.co/IzS51CtPPv,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",JGiallombardo
2936,Sun Aug 28 21:01:39 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/L3GfimbqmV,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",DrewLudwig
2937,Sun Aug 28 20:43:41 +0000 2016,Love being a tourist in my own city #WorldsLargestRubberDuck #Buffalo #Buffalove #Canalside @… https://t.co/b1GE9R7W9N,TRUE,"Silver Lake, Los Angeles","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",this_is_r1ck
2938,Sun Aug 28 20:35:43 +0000 2016,Duck @ Canalside Buffalo https://t.co/wQWI1RFspZ,TRUE,Planet Earth,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",goalsquid
2939,Sun Aug 28 20:28:15 +0000 2016,:O #giantduck @ Canalside Buffalo https://t.co/XByxw3TA83,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ny2nc8
2940,Sun Aug 28 20:24:56 +0000 2016,Inordinate duck traffic @ Canalside Buffalo https://t.co/9nvbSbwvhP,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",DrewLudwig
2941,Sun Aug 28 20:23:56 +0000 2016,Drinking a Citradelic by @newbelgium at @canalsidebflo — https://t.co/4FarKLE4c4,TRUE,right here,"{'type': 'Point', 'coordinates': [-78.8788, 42.8771]}",mixtnutz11
2942,Sun Aug 28 20:15:18 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/IOMQ51A7xJ,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",SMKenney12
2943,Sun Aug 28 20:07:22 +0000 2016,Just posted a photo @ Worlds Largest Rubber duck https://t.co/PUhxbmnB1m,TRUE,New York,"{'type': 'Point', 'coordinates': [-78.87848853, 42.8762591]}",DianeGaby
2944,Sun Aug 28 19:52:57 +0000 2016,Rubber Duck selfie! #giantrubberduck @ Canalside Buffalo https://t.co/x5uBtrqTw2,TRUE,"Blasdell, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",TFree131
2945,Sun Aug 28 19:48:12 +0000 2016,My riding buddy today ♡ #kayaking #littledude #BuffaloNY #travelBUF #rubberducky #instadaily… https://t.co/0rmE3Voiy5,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",PAND4Burr
2946,Sun Aug 28 19:46:49 +0000 2016,"""Father Mantis,"" as he was named, came to hang out on the kayaks this afternoon ♡ #prayingmantis… https://t.co/Uh6GeQ3apY",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",PAND4Burr
2947,Sun Aug 28 19:46:35 +0000 2016,The duck is staring straight into your soul. @ Canalside Buffalo https://t.co/g3UDNOhUuU,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",torysaurussss
2948,Sun Aug 28 19:36:52 +0000 2016,"That's a fine fella, and one fine duck ♡ #rubberducky #Buffalove #BuffaloNY #travelBUF… https://t.co/Qhhf9mIhaP",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",PAND4Burr
2949,Sun Aug 28 19:31:34 +0000 2016,how could we not take a picture with shark girl?? @ Canalside Buffalo https://t.co/Sr6FJqjERG,TRUE,Grand Island,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",sydneykeanee
2950,Sun Aug 28 19:15:58 +0000 2016,Mama Duck and her ducklings 🐥💟 @ Canalside Buffalo https://t.co/hPaHaTDIOr,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",TiffanyTycz
2951,Sun Aug 28 19:12:11 +0000 2016,Cuzzos!! @ Canalside Buffalo https://t.co/kbstGXOKgp,TRUE, NY - Orlando,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Skunk_Butter
2952,Sun Aug 28 18:37:42 +0000 2016,Buffalo Naval Park @ Canalside Buffalo https://t.co/StbIfdbcog,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Melstiel
2953,Sun Aug 28 18:32:30 +0000 2016,Had such a fun night with holl0109 and jetblackheart05 #nofilterneeded @ Canalside Buffalo https://t.co/RWWjaE2Xb6,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ThomasJMroz
2954,Sun Aug 28 18:29:36 +0000 2016,The #largestrubberduck visiting canalsidebflo on a beautiful Sunday… https://t.co/Rew8oWEIUs,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",No1bflofan
2955,Sun Aug 28 18:02:02 +0000 2016,The duck. @ Canalside Buffalo https://t.co/0lcDuCIGQf,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",brandonwillyums
2956,Sun Aug 28 17:58:58 +0000 2016,Made is out to see the duckie real quick before we headed back to #roc to get the last of our… https://t.co/NvxY9TRROi,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",GoWildRadio
2957,Sun Aug 28 17:17:58 +0000 2016,Duck duck....no goose! @ Canalside Buffalo https://t.co/8pvTOeSDdg,TRUE,"Los Angeles, CA","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",tigerthedj
2958,Sun Aug 28 17:06:13 +0000 2016,Hey there little guy. @ Canalside Buffalo https://t.co/vcg8nyKwz6,TRUE,Buffalo ,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",morgan_bowen_
2959,Sun Aug 28 17:05:39 +0000 2016,"Quack, quack, quack Mr. Ducksworth #ducksflytogether #mightyducks @ Canalside Buffalo https://t.co/beL9a1JCjZ",TRUE,"Niagara Falls, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",LenaVerbeana
2960,Sun Aug 28 17:05:33 +0000 2016,Canal Side Fun!! #buffalo #canalsidebuffalo #buffalove sinbad1974 @… https://t.co/EsjTiIwnLw,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ladysyn22
2961,Sun Aug 28 16:53:04 +0000 2016,Excuse my duck face. #duckkie #giant #buffalo #canalside @ Canalside Buffalo https://t.co/mrAwkONVhz,TRUE,"rochester, ny","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",mcmar
2962,Sun Aug 28 16:39:51 +0000 2016,We've been down to Canalside for many festivals/events but this was… https://t.co/ID86dgrESe,TRUE,"Depew, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",shannonsimon81
2963,Sun Aug 28 16:37:12 +0000 2016,What the Duck?! -the one time autocorrect is actually beneficial.… https://t.co/ECWJAQs1AJ,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",aj613_
2964,Sun Aug 28 15:31:28 +0000 2016,That is one big duck. @ Canalside Buffalo https://t.co/l2BAo1ORu2,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",MattDLevy
2965,Sun Aug 28 15:28:57 +0000 2016,🐥🐥🐥 @ Canalside Buffalo https://t.co/s0F0NJ3ApF,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",just_jess_20
2966,Sun Aug 28 15:24:31 +0000 2016,Rubber duckyyy @ Canalside Buffalo https://t.co/wOWiQqRY3G,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",just_jess_20
2967,Sun Aug 28 15:23:51 +0000 2016,It's more difficult than it looks to get 2 kayakers and the worlds… https://t.co/82egK808eV,TRUE,"Depew, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",shannonsimon81
2968,Sun Aug 28 15:16:19 +0000 2016,Guess I'm not the biggest Duck in Buffalo today @ Canalside Buffalo https://t.co/jPbeT5t6xG,TRUE,"East Aurora, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",DanMirsky
2969,Sun Aug 28 15:02:37 +0000 2016,Buffalove❤️ @ Canalside Buffalo https://t.co/EJDSZYMIoZ,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Hanna_Bowen
2970,Sun Aug 28 14:20:54 +0000 2016,"Car and boat show - Canal-side
#rubberduck #supportbuffalo… https://t.co/2O8zqcmz41",TRUE,"Clarence Center, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",happimomof4
2971,Sun Aug 28 04:49:25 +0000 2016,Canalside! @ Canalside Buffalo https://t.co/xHk5GwnH1t,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",aahamm2
2972,Sun Aug 28 03:30:50 +0000 2016,#Buffalove ✨ @ Canalside Buffalo https://t.co/Q08T6JWJ0m,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",jessica_mmorris
2973,Sun Aug 28 03:04:26 +0000 2016,👀 World largest rubber duck. ✌🏽️#emojidepato #rubberduck #buffalove #saturday #boat #tour… https://t.co/GFIHxYCPGk,TRUE,Estados Unidos,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",THEJoseloVargas
2974,Sun Aug 28 03:02:59 +0000 2016,This nigga made them sit on the floor https://t.co/pOE6Na0G8g,TRUE,,"{'type': 'Point', 'coordinates': [-78.87842, 42.87607]}",toastmannn
2975,Sun Aug 28 02:46:53 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/dk9mJFpviL,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",MRAlmalik
2976,Sun Aug 28 02:17:25 +0000 2016,Duck faces!!!!! @ Canalside Buffalo https://t.co/aDgOsTRuz6,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2977,Sun Aug 28 02:16:36 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/8yAGNiveS6,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2978,Sun Aug 28 02:14:15 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/d4KPl2iG86,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2979,Sun Aug 28 02:13:49 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/4S58s7OepY,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2980,Sun Aug 28 02:13:21 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/Nz5Bg2ZOQU,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2981,Sun Aug 28 02:12:39 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/sVdRWxvr1o,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2982,Sun Aug 28 02:12:08 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/GRIelRkh8q,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2983,Sun Aug 28 02:11:14 +0000 2016,Mama ducky!!!! 🐤🐤🐤 @ Canalside Buffalo https://t.co/wWtg3g1LSC,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2984,Sun Aug 28 02:10:16 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/rDcIkxRHlN,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2985,Sun Aug 28 02:09:43 +0000 2016,Duck truck!!!! @ Canalside Buffalo https://t.co/K88m9ISPfW,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2986,Sun Aug 28 02:09:04 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/jsDMm8vXxQ,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2987,Sun Aug 28 02:08:29 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/3uPYp9k0Rt,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
2988,Sun Aug 28 01:40:06 +0000 2016,Daffy Duck! @ Canalside Buffalo https://t.co/TxcXlZQTBA,TRUE,"Buff-a-L3ve, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",A_RaeRay
2989,Sun Aug 28 01:18:39 +0000 2016,(world's largest) rubber ducky you're the one💛🐥 @ Canalside Buffalo https://t.co/MQuR8AGaC0,TRUE,scarlet nation❤️,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",shanaynayy555
2990,Sun Aug 28 01:06:44 +0000 2016,A giant rubber duck is staring at me. - Drinking a Witte by @BreweryOmmegang at @libertyhoundbuf  — https://t.co/LlbGraCOzs,TRUE,"Depew, NY",,alayzon
2991,Sun Aug 28 01:06:44 +0000 2016,A giant rubber duck is staring at me. - Drinking a Witte by @BreweryOmmegang at @libertyhoundbuf  — https://t.co/LlbGraCOzs,TRUE,"Depew, NY",,alayzon
2992,Sun Aug 28 00:54:34 +0000 2016,Doesn't it seem like she's always watching you? #lastoneipromise @ Canalside Buffalo https://t.co/57YaGtcGcu,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",taramisu57
2993,Sun Aug 28 00:36:26 +0000 2016,Our City Is Beautiful! #buffalove  #FITLife #FITMethod @ Canalside Buffalo https://t.co/PAZIZSyPWQ,TRUE,"Buffalo, New York ","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",stewy316
2994,Sat Aug 27 23:43:43 +0000 2016,"Confidence is not ‘they will like me’
Confidence is ‘I’ll be fine if they don’t’ @ Canalside… https://t.co/NdfuTiPokb",TRUE,WestNY,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Jill_Meyer
2995,Sat Aug 27 23:22:36 +0000 2016,Awesome moment. #worldslargestrubberduck #buffalove #buffalo #buffalony #buffalonewyork… https://t.co/aSsUAYK01v,TRUE,"Buffalo, NY",,felonia
2996,Sat Aug 27 23:22:36 +0000 2016,Awesome moment. #worldslargestrubberduck #buffalove #buffalo #buffalony #buffalonewyork… https://t.co/aSsUAYK01v,TRUE,"Buffalo, NY",,felonia
2997,Sat Aug 27 23:11:51 +0000 2016,Just duckin around @ Canalside Buffalo https://t.co/r07weigiI0,TRUE,South Buff,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",marisa_mayy
2998,Sat Aug 27 23:11:01 +0000 2016,Went to see mama with my chicky 🐣🐥 @ Canalside Buffalo https://t.co/9oR0IHfFDZ,TRUE,"Section 209, New Era Field","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",maddabutla
2999,Sat Aug 27 23:10:05 +0000 2016,View from the ferry @ Canalside Buffalo https://t.co/U6R1A48Z1z,TRUE,The (716),"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",stephielei
3000,Sat Aug 27 22:56:58 +0000 2016,Just a giant rubber duck behind me #buffalo @ Canalside Buffalo https://t.co/L7Ye6AbmdU,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",BuggaCher81
3001,Sat Aug 27 22:56:04 +0000 2016,What a time to grow up and stay in Buffalo. #canalside #buffalo @ Canalside Buffalo https://t.co/Izv4ltC1y2,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",DrewCanady
3002,Sat Aug 27 22:52:50 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/Y8EeZdfTE3,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",ChristaNoelle10
3003,Sat Aug 27 22:51:04 +0000 2016,Selfie with the world's largest duck😎😎💙💙💙💙✌✌✌✌ what a beautiful day… https://t.co/CY5mivqoWJ,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",kaleta36fan
3004,Sat Aug 27 22:44:52 +0000 2016,"Buffalo is hopping! (at @CanalsideBflo in Buffalo, NY) https://t.co/sQzuhzH1bz https://t.co/H7cDBCOhKG",TRUE,"West Seneca, New York","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",jmanhard
3005,Sat Aug 27 21:39:58 +0000 2016,Look what I caught @ Canalside Buffalo https://t.co/XiGyHlgS2E,TRUE,"Buffalo,Ny","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",shantrell_7591
3006,Sat Aug 27 21:32:39 +0000 2016,"There's two kinds of people in Buffalo today: those here to see Kanye West, and those here to… https://t.co/oxF285oQd5",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",JosephKugel
3007,Sat Aug 27 21:28:02 +0000 2016,We came to see the duck at Canalside on a wonderful summer day in… https://t.co/usKUhFZc3n,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",mattpitts
3008,Sat Aug 27 21:13:40 +0000 2016,@bigduckus visits canalsidebflo 🛁🏊🏼🐤 @ Canalside Buffalo https://t.co/jZO6PSW9EG,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",iamlizdamore
3009,Sat Aug 27 21:13:05 +0000 2016,Mama Duck! @ Canalside Buffalo https://t.co/bFKGrVPzx9,TRUE,"East Amherst, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Dan_notDaniel
3010,Sat Aug 27 20:57:57 +0000 2016,We came to see the big rubber duck #buffalo #Canalside #family #fun @ Canalside Buffalo https://t.co/vthdViBtsw,TRUE,"New York, USA",,Don_Watkins
3011,Sat Aug 27 20:39:27 +0000 2016,dreams do come true 😍 @ Canalside Buffalo https://t.co/4aiAvoMXaD,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",_helengibsonn
3012,Sat Aug 27 19:44:19 +0000 2016,One big duck! #rubberduck #canalside #buffalo #ny @ Canalside Buffalo https://t.co/R4vDCk1MEk,TRUE,"New York, USA",,Don_Watkins
3013,Sat Aug 27 18:52:53 +0000 2016,Big rubber duck! @bigduckus @ Canalside Buffalo https://t.co/UxlEHeCjMm,TRUE,Ontario Canada,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",CrystalPics
3014,Sat Aug 27 18:47:14 +0000 2016,😎😎😊😎✌ quack quack @ Canalside Buffalo https://t.co/6na3f9CWO5,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",kaleta36fan
3015,Sat Aug 27 18:46:20 +0000 2016,Selfie with the duck😊😊😎✌ @ Canalside Buffalo https://t.co/kgjJ2YqxNr,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",kaleta36fan
3016,Sat Aug 27 18:40:54 +0000 2016,Here to see Momma Duck with my Momma - Drinking a Labatt Blue Light at @canalsidebflo - https://t.co/0esNScdgv5 #photo,TRUE,Buffalo NY,"{'type': 'Point', 'coordinates': [-78.8788, 42.8771]}",Sushia
3017,Sat Aug 27 18:40:53 +0000 2016,Mama duck meets Canalside 🐥 @ Canalside Buffalo https://t.co/1zdtyLE8w9,TRUE,,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Jdiddy1323Jen
3018,Sat Aug 27 18:27:27 +0000 2016,Look at that duck...what a creep. 🐤 @ Canalside Buffalo https://t.co/90vSosAMcz,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",taramisu57
3019,Sat Aug 27 18:18:24 +0000 2016,"Checking out mama duck! (at @CanalsideBflo in Buffalo, NY) https://t.co/ZCyqX9GwGu",TRUE,N 42°58' 0'' / W 78°48' 0'',"{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",justjax430
3020,Sat Aug 27 18:11:59 +0000 2016,#buffalo #ducks #canal #canalside @ Canalside Buffalo https://t.co/OHkpqEMSZv,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Fonzi_Ryan
3021,Sat Aug 27 18:00:21 +0000 2016,mama duck came to buffalo and you know i drove home from school to see her @ Canalside Buffalo https://t.co/FQWwCRGlhF,TRUE,"Boston, MA","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",lukeheary
3022,Sat Aug 27 17:51:44 +0000 2016,#rubberduckyyouretheone @ Canalside Buffalo https://t.co/WRZrNwqvzC,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Redox_rxn
3023,Sat Aug 27 17:45:00 +0000 2016,Giant Rubber Ducky off the Starboard Bow! #duck #ducks #duckface @ Canalside Buffalo https://t.co/upNQcTr4Jg,TRUE,Buffalo,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",Fonzi_Ryan
3024,Sat Aug 27 17:44:40 +0000 2016,#worldslargest #rubberducky #bflo #canalside @ Canalside Buffalo https://t.co/Dsa7cdniJM,TRUE,"Niagara Falls, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",MichiganMeShell
3025,Sat Aug 27 17:14:40 +0000 2016,I can now say that I've seen the World's Largest Rubber Duck… https://t.co/Tn9XeDBsE8,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",YellowBelle716
3026,Sat Aug 27 15:51:02 +0000 2016,Just posted a photo @ Canalside Buffalo https://t.co/9G0f26u5OK,TRUE,Nashville,"{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",anthonycassiol
3027,Sat Aug 27 15:47:13 +0000 2016,When in #buffalo @ Canalside Buffalo https://t.co/4HZeO77izQ,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878956, 42.8764755]}",EmersonBrianJ
